,item,sent_id,source,correct_sentence,correct_form,lemma,mutation_type,trigger_type,specific_trigger,token_id,prev_word,incorrect_form,incorrect_sentence,num_diffs,incorrect_form_mut_type
135,51,15,https://www.bbc.com/cymrufyw/erthyglau/cn0p1xz4jd1o,Bydd polisi newydd yn ceisio cynyddu'r defnydd o'r Gymraeg ymysgn staff a chynghorwyr.,Gymraeg,Cymraeg,SM,MS,def_art_fem_sing_noun,9.0,o'r,Chymraeg,Bydd polisi newydd yn ceisio cynyddu'r defnydd o'r Chymraeg ymysgn staff a chynghorwyr.,1,AM
136,52,15,https://www.bbc.com/cymrufyw/erthyglau/cn0p1xz4jd1o,Bydd polisi newydd yn ceisio cynyddu'r defnydd o'r Gymraeg ymysgn staff a chynghorwyr.,chynghorwyr,cynghorwyr,AM,L,a,13.0,a,cynghorwyr,Bydd polisi newydd yn ceisio cynyddu'r defnydd o'r Gymraeg ymysgn staff a cynghorwyr.,1,none
137,52,15,https://www.bbc.com/cymrufyw/erthyglau/cn0p1xz4jd1o,Bydd polisi newydd yn ceisio cynyddu'r defnydd o'r Gymraeg ymysgn staff a chynghorwyr.,chynghorwyr,cynghorwyr,AM,L,a,13.0,a,gynghorwyr,Bydd polisi newydd yn ceisio cynyddu'r defnydd o'r Gymraeg ymysgn staff a gynghorwyr.,1,SM
138,52,15,https://www.bbc.com/cymrufyw/erthyglau/cn0p1xz4jd1o,Bydd polisi newydd yn ceisio cynyddu'r defnydd o'r Gymraeg ymysgn staff a chynghorwyr.,chynghorwyr,cynghorwyr,AM,L,a,13.0,a,nghynghorwyr,Bydd polisi newydd yn ceisio cynyddu'r defnydd o'r Gymraeg ymysgn staff a nghynghorwyr.,1,NM
139,53,16,https://www.bbc.com/cymrufyw/erthyglau/c79jp7g02ldo,"Mae gyda hi syndrom ofari polycystig (PCOS), sydd wedi cael effaith ar ei phwysau.",phwysau,pwysau,AM,L,ei,14.0,ei,pwysau,"Mae gyda hi syndrom ofari polycystig (PCOS), sydd wedi cael effaith ar ei pwysau.",1,none
140,53,16,https://www.bbc.com/cymrufyw/erthyglau/c79jp7g02ldo,"Mae gyda hi syndrom ofari polycystig (PCOS), sydd wedi cael effaith ar ei phwysau.",phwysau,pwysau,AM,L,ei,14.0,ei,bwysau,"Mae gyda hi syndrom ofari polycystig (PCOS), sydd wedi cael effaith ar ei bwysau.",1,SM
141,53,16,https://www.bbc.com/cymrufyw/erthyglau/c79jp7g02ldo,"Mae gyda hi syndrom ofari polycystig (PCOS), sydd wedi cael effaith ar ei phwysau.",phwysau,pwysau,AM,L,ei,14.0,ei,mhwysau,"Mae gyda hi syndrom ofari polycystig (PCOS), sydd wedi cael effaith ar ei mhwysau.",1,NM
142,54,17,https://www.bbc.com/cymrufyw/erthyglau/c79jp7g02ldo,Dywedodd Bethan nad yw'n ymarferol iddi dalu am y driniaeth yn y tymor hir.,dalu,talu,SM,MS,i_plus_NP,7.0,iddi,talu,Dywedodd Bethan nad yw'n ymarferol iddi talu am y driniaeth yn y tymor hir.,1,none
143,54,17,https://www.bbc.com/cymrufyw/erthyglau/c79jp7g02ldo,Dywedodd Bethan nad yw'n ymarferol iddi dalu am y driniaeth yn y tymor hir.,dalu,talu,SM,MS,i_plus_NP,7.0,iddi,nhalu,Dywedodd Bethan nad yw'n ymarferol iddi nhalu am y driniaeth yn y tymor hir.,1,NM
144,54,17,https://www.bbc.com/cymrufyw/erthyglau/c79jp7g02ldo,Dywedodd Bethan nad yw'n ymarferol iddi dalu am y driniaeth yn y tymor hir.,dalu,talu,SM,MS,i_plus_NP,7.0,iddi,thalu,Dywedodd Bethan nad yw'n ymarferol iddi thalu am y driniaeth yn y tymor hir.,1,AM
145,55,17,https://www.bbc.com/cymrufyw/erthyglau/c79jp7g02ldo,Dywedodd Bethan nad yw'n ymarferol iddi dalu am y driniaeth yn y tymor hir.,driniaeth,triniaeth,SM,MS,def_art_fem_sing_noun,10.0,y,triniaeth,Dywedodd Bethan nad yw'n ymarferol iddi dalu am y triniaeth yn y tymor hir.,1,none
146,55,17,https://www.bbc.com/cymrufyw/erthyglau/c79jp7g02ldo,Dywedodd Bethan nad yw'n ymarferol iddi dalu am y driniaeth yn y tymor hir.,driniaeth,triniaeth,SM,MS,def_art_fem_sing_noun,10.0,y,nhriniaeth,Dywedodd Bethan nad yw'n ymarferol iddi dalu am y nhriniaeth yn y tymor hir.,1,NM
147,55,17,https://www.bbc.com/cymrufyw/erthyglau/c79jp7g02ldo,Dywedodd Bethan nad yw'n ymarferol iddi dalu am y driniaeth yn y tymor hir.,driniaeth,triniaeth,SM,MS,def_art_fem_sing_noun,10.0,y,thriniaeth,Dywedodd Bethan nad yw'n ymarferol iddi dalu am y thriniaeth yn y tymor hir.,1,AM
148,56,18,https://www.bbc.com/cymrufyw/erthyglau/c3e29x99y10o,Oedd e'n gyfrifol am yr ymchwil ar y cyd â Phrifysgol Abertawe.,gyfrifol,cyfrifol,SM,MS,yn_complement_adj_noun,3.0,e'n,cyfrifol,Oedd e'n cyfrifol am yr ymchwil ar y cyd â Phrifysgol Abertawe.,1,none
149,56,18,https://www.bbc.com/cymrufyw/erthyglau/c3e29x99y10o,Oedd e'n gyfrifol am yr ymchwil ar y cyd â Phrifysgol Abertawe.,gyfrifol,cyfrifol,SM,MS,yn_complement_adj_noun,3.0,e'n,nghyfrifol,Oedd e'n nghyfrifol am yr ymchwil ar y cyd â Phrifysgol Abertawe.,1,NM
150,56,18,https://www.bbc.com/cymrufyw/erthyglau/c3e29x99y10o,Oedd e'n gyfrifol am yr ymchwil ar y cyd â Phrifysgol Abertawe.,gyfrifol,cyfrifol,SM,MS,yn_complement_adj_noun,3.0,e'n,chyfrifol,Oedd e'n chyfrifol am yr ymchwil ar y cyd â Phrifysgol Abertawe.,1,AM
151,57,18,https://www.bbc.com/cymrufyw/erthyglau/c3e29x99y10o,Oedd e'n gyfrifol am yr ymchwil ar y cyd â Phrifysgol Abertawe.,Phrifysgol,prifysgol,AM,L,â,11.0,â,Prifysgol,Oedd e'n gyfrifol am yr ymchwil ar y cyd â Prifysgol Abertawe.,1,none
152,57,18,https://www.bbc.com/cymrufyw/erthyglau/c3e29x99y10o,Oedd e'n gyfrifol am yr ymchwil ar y cyd â Phrifysgol Abertawe.,Phrifysgol,prifysgol,AM,L,â,11.0,â,Brifysgol,Oedd e'n gyfrifol am yr ymchwil ar y cyd â Brifysgol Abertawe.,1,SM
153,57,18,https://www.bbc.com/cymrufyw/erthyglau/c3e29x99y10o,Oedd e'n gyfrifol am yr ymchwil ar y cyd â Phrifysgol Abertawe.,Phrifysgol,prifysgol,AM,L,â,11.0,â,Mhrifysgol,Oedd e'n gyfrifol am yr ymchwil ar y cyd â Mhrifysgol Abertawe.,1,NM
154,58,19,https://www.bbc.com/cymrufyw/erthyglau/c3e29x99y10o,Mae ymchwil y tîm wedi'i gyhoeddi yng nghyfnodolyn Global Ecology and Conservation.,gyhoeddi,cyhoeddi,SM,L,i,6.0,wedi'i,cyhoeddi,Mae ymchwil y tîm wedi'i cyhoeddi yng nghyfnodolyn Global Ecology and Conservation.,1,none
155,58,19,https://www.bbc.com/cymrufyw/erthyglau/c3e29x99y10o,Mae ymchwil y tîm wedi'i gyhoeddi yng nghyfnodolyn Global Ecology and Conservation.,gyhoeddi,cyhoeddi,SM,L,i,6.0,wedi'i,nghyhoeddi,Mae ymchwil y tîm wedi'i nghyhoeddi yng nghyfnodolyn Global Ecology and Conservation.,1,NM
156,58,19,https://www.bbc.com/cymrufyw/erthyglau/c3e29x99y10o,Mae ymchwil y tîm wedi'i gyhoeddi yng nghyfnodolyn Global Ecology and Conservation.,gyhoeddi,cyhoeddi,SM,L,i,6.0,wedi'i,chyhoeddi,Mae ymchwil y tîm wedi'i chyhoeddi yng nghyfnodolyn Global Ecology and Conservation.,1,AM
157,59,19,https://www.bbc.com/cymrufyw/erthyglau/c3e29x99y10o,Mae ymchwil y tîm wedi'i gyhoeddi yng nghyfnodolyn Global Ecology and Conservation.,nghyfnodolyn,cyfnodolyn,NM,L,yng,8.0,yng,cyfnodolyn,Mae ymchwil y tîm wedi'i gyhoeddi yng cyfnodolyn Global Ecology and Conservation.,1,none
158,59,19,https://www.bbc.com/cymrufyw/erthyglau/c3e29x99y10o,Mae ymchwil y tîm wedi'i gyhoeddi yng nghyfnodolyn Global Ecology and Conservation.,nghyfnodolyn,cyfnodolyn,NM,L,yng,8.0,yng,gyfnodolyn,Mae ymchwil y tîm wedi'i gyhoeddi yng gyfnodolyn Global Ecology and Conservation.,1,SM
159,59,19,https://www.bbc.com/cymrufyw/erthyglau/c3e29x99y10o,Mae ymchwil y tîm wedi'i gyhoeddi yng nghyfnodolyn Global Ecology and Conservation.,nghyfnodolyn,cyfnodolyn,NM,L,yng,8.0,yng,chyfnodolyn,Mae ymchwil y tîm wedi'i gyhoeddi yng chyfnodolyn Global Ecology and Conservation.,1,AM
160,60,20,https://www.bbc.com/cymrufyw/erthyglau/c302pl8mv7po,Mae strwythurau diogelu'r amgylchedd yng Ngwent wedi'u cryfhau.,Ngwent,Gwent,NM,L,yng,6.0,yng,Gwent,Mae strwythurau diogelu'r amgylchedd yng Gwent wedi'u cryfhau.,1,none
161,60,20,https://www.bbc.com/cymrufyw/erthyglau/c302pl8mv7po,Mae strwythurau diogelu'r amgylchedd yng Ngwent wedi'u cryfhau.,Ngwent,Gwent,NM,L,yng,6.0,yng,Went,Mae strwythurau diogelu'r amgylchedd yng Went wedi'u cryfhau.,1,SM
162,61,21,https://www.bbc.com/cymrufyw/erthyglau/c302pl8mv7po,Mae maniffesto'r Blaid Werdd yn dweud mai cynnal a chadw yw'r flaenoriaeth.,Blaid,plaid,SM,MS,def_art_fem_sing_noun,3.0,maniffesto'r,Plaid,Mae maniffesto'r Plaid Werdd yn dweud mai cynnal a chadw yw'r flaenoriaeth.,1,none
163,61,21,https://www.bbc.com/cymrufyw/erthyglau/c302pl8mv7po,Mae maniffesto'r Blaid Werdd yn dweud mai cynnal a chadw yw'r flaenoriaeth.,Blaid,plaid,SM,MS,def_art_fem_sing_noun,3.0,maniffesto'r,Mhlaid,Mae maniffesto'r Mhlaid Werdd yn dweud mai cynnal a chadw yw'r flaenoriaeth.,1,NM
164,61,21,https://www.bbc.com/cymrufyw/erthyglau/c302pl8mv7po,Mae maniffesto'r Blaid Werdd yn dweud mai cynnal a chadw yw'r flaenoriaeth.,Blaid,plaid,SM,MS,def_art_fem_sing_noun,3.0,maniffesto'r,Phlaid,Mae maniffesto'r Phlaid Werdd yn dweud mai cynnal a chadw yw'r flaenoriaeth.,1,AM
165,62,21,https://www.bbc.com/cymrufyw/erthyglau/c302pl8mv7po,Mae maniffesto'r Blaid Werdd yn dweud mai cynnal a chadw yw'r flaenoriaeth.,chadw,cadw,AM,L,a,10.0,a,cadw,Mae maniffesto'r Blaid Werdd yn dweud mai cynnal a cadw yw'r flaenoriaeth.,1,none
166,62,21,https://www.bbc.com/cymrufyw/erthyglau/c302pl8mv7po,Mae maniffesto'r Blaid Werdd yn dweud mai cynnal a chadw yw'r flaenoriaeth.,chadw,cadw,AM,L,a,10.0,a,gadw,Mae maniffesto'r Blaid Werdd yn dweud mai cynnal a gadw yw'r flaenoriaeth.,1,SM
167,62,21,https://www.bbc.com/cymrufyw/erthyglau/c302pl8mv7po,Mae maniffesto'r Blaid Werdd yn dweud mai cynnal a chadw yw'r flaenoriaeth.,chadw,cadw,AM,L,a,10.0,a,nghadw,Mae maniffesto'r Blaid Werdd yn dweud mai cynnal a nghadw yw'r flaenoriaeth.,1,NM
168,63,21,https://www.bbc.com/cymrufyw/erthyglau/c302pl8mv7po,Mae maniffesto'r Blaid Werdd yn dweud mai cynnal a chadw yw'r flaenoriaeth.,cynnal,cynnal,no_AM,no_mutation,no_mutation,8.0,mai,chynnal,Mae maniffesto'r Blaid Werdd yn dweud mai chynnal a chadw yw'r flaenoriaeth.,1,AM
169,63,21,https://www.bbc.com/cymrufyw/erthyglau/c302pl8mv7po,Mae maniffesto'r Blaid Werdd yn dweud mai cynnal a chadw yw'r flaenoriaeth.,cynnal,cynnal,no_AM,no_mutation,no_mutation,8.0,mai,gynnal,Mae maniffesto'r Blaid Werdd yn dweud mai gynnal a chadw yw'r flaenoriaeth.,1,SM
170,63,21,https://www.bbc.com/cymrufyw/erthyglau/c302pl8mv7po,Mae maniffesto'r Blaid Werdd yn dweud mai cynnal a chadw yw'r flaenoriaeth.,cynnal,cynnal,no_AM,no_mutation,no_mutation,8.0,mai,nghynnal,Mae maniffesto'r Blaid Werdd yn dweud mai nghynnal a chadw yw'r flaenoriaeth.,1,NM
171,64,21,https://www.bbc.com/cymrufyw/erthyglau/c302pl8mv7po,Mae maniffesto'r Blaid Werdd yn dweud mai cynnal a chadw yw'r flaenoriaeth.,flaenoriaeth,blaenoriaeth,SM,MS,def_art_fem_sing_noun,12.0,yw'r,blaenoriaeth,Mae maniffesto'r Blaid Werdd yn dweud mai cynnal a chadw yw'r blaenoriaeth.,1,none
172,64,21,https://www.bbc.com/cymrufyw/erthyglau/c302pl8mv7po,Mae maniffesto'r Blaid Werdd yn dweud mai cynnal a chadw yw'r flaenoriaeth.,flaenoriaeth,blaenoriaeth,SM,MS,def_art_fem_sing_noun,12.0,yw'r,mlaenoriaeth,Mae maniffesto'r Blaid Werdd yn dweud mai cynnal a chadw yw'r mlaenoriaeth.,1,NM
173,65,22,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Gan fod cymaint o etholaethau, roedd yn rhaid i'r golygyddion ddewis a dethol lle dylid anfon gohebwyr a chamerâu.",gohebwyr,gohebwr,no_NM,no_mutation,no_mutation,17.0,anfon,ngohebwyr,"Gan fod cymaint o etholaethau, roedd yn rhaid i'r golygyddion ddewis a dethol lle dylid anfon ngohebwyr a chamerâu.",1,NM
174,65,22,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Gan fod cymaint o etholaethau, roedd yn rhaid i'r golygyddion ddewis a dethol lle dylid anfon gohebwyr a chamerâu.",gohebwyr,gohebwr,no_NM,no_mutation,no_mutation,17.0,anfon,ohebwyr,"Gan fod cymaint o etholaethau, roedd yn rhaid i'r golygyddion ddewis a dethol lle dylid anfon ohebwyr a chamerâu.",1,SM
175,66,22,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Gan fod cymaint o etholaethau, roedd yn rhaid i'r golygyddion ddewis a dethol lle dylid anfon gohebwyr a chamerâu.",ddewis,dewis,SM,MS,i_plus_NP,11.0,golygyddion,dewis,"Gan fod cymaint o etholaethau, roedd yn rhaid i'r golygyddion dewis a dethol lle dylid anfon gohebwyr a chamerâu.",1,none
176,66,22,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Gan fod cymaint o etholaethau, roedd yn rhaid i'r golygyddion ddewis a dethol lle dylid anfon gohebwyr a chamerâu.",ddewis,dewis,SM,MS,i_plus_NP,11.0,golygyddion,newis,"Gan fod cymaint o etholaethau, roedd yn rhaid i'r golygyddion newis a dethol lle dylid anfon gohebwyr a chamerâu.",1,NM
177,67,22,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Gan fod cymaint o etholaethau, roedd yn rhaid i'r golygyddion ddewis a dethol lle dylid anfon gohebwyr a chamerâu.",fod,bod,SM,L,gan,2.0,Gan,bod,"Gan bod cymaint o etholaethau, roedd yn rhaid i'r golygyddion ddewis a dethol lle dylid anfon gohebwyr a chamerâu.",1,none
178,67,22,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Gan fod cymaint o etholaethau, roedd yn rhaid i'r golygyddion ddewis a dethol lle dylid anfon gohebwyr a chamerâu.",fod,bod,SM,L,gan,2.0,Gan,mod,"Gan mod cymaint o etholaethau, roedd yn rhaid i'r golygyddion ddewis a dethol lle dylid anfon gohebwyr a chamerâu.",1,NM
179,68,22,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Gan fod cymaint o etholaethau, roedd yn rhaid i'r golygyddion ddewis a dethol lle dylid anfon gohebwyr a chamerâu.",chamerâu,camera,AM,L,a,19.0,a,camerâu,"Gan fod cymaint o etholaethau, roedd yn rhaid i'r golygyddion ddewis a dethol lle dylid anfon gohebwyr a camerâu.",1,none
180,68,22,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Gan fod cymaint o etholaethau, roedd yn rhaid i'r golygyddion ddewis a dethol lle dylid anfon gohebwyr a chamerâu.",chamerâu,camera,AM,L,a,19.0,a,gamerâu,"Gan fod cymaint o etholaethau, roedd yn rhaid i'r golygyddion ddewis a dethol lle dylid anfon gohebwyr a gamerâu.",1,SM
181,68,22,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Gan fod cymaint o etholaethau, roedd yn rhaid i'r golygyddion ddewis a dethol lle dylid anfon gohebwyr a chamerâu.",chamerâu,camera,AM,L,a,19.0,a,nghamerâu,"Gan fod cymaint o etholaethau, roedd yn rhaid i'r golygyddion ddewis a dethol lle dylid anfon gohebwyr a nghamerâu.",1,NM
182,69,23,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,Bydd gan y rhaglenni radio a theledu ohebwyr ym mhob etholaeth.,theledu,teledu,AM,L,a,7.0,a,teledu,Bydd gan y rhaglenni radio a teledu ohebwyr ym mhob etholaeth.,1,none
183,69,23,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,Bydd gan y rhaglenni radio a theledu ohebwyr ym mhob etholaeth.,theledu,teledu,AM,L,a,7.0,a,deledu,Bydd gan y rhaglenni radio a deledu ohebwyr ym mhob etholaeth.,1,SM
184,69,23,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,Bydd gan y rhaglenni radio a theledu ohebwyr ym mhob etholaeth.,theledu,teledu,AM,L,a,7.0,a,nheledu,Bydd gan y rhaglenni radio a nheledu ohebwyr ym mhob etholaeth.,1,NM
185,70,23,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,Bydd gan y rhaglenni radio a theledu ohebwyr ym mhob etholaeth.,ohebwyr,gohebwr,SM,MS,non_normal_word_order,8.0,theledu,gohebwyr,Bydd gan y rhaglenni radio a theledu gohebwyr ym mhob etholaeth.,1,none
186,70,23,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,Bydd gan y rhaglenni radio a theledu ohebwyr ym mhob etholaeth.,ohebwyr,gohebwr,SM,MS,non_normal_word_order,8.0,theledu,ngohebwyr,Bydd gan y rhaglenni radio a theledu ngohebwyr ym mhob etholaeth.,1,NM
187,71,23,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,Bydd gan y rhaglenni radio a theledu ohebwyr ym mhob etholaeth.,mhob,pobl,NM,L,ym,10.0,ym,pob,Bydd gan y rhaglenni radio a theledu ohebwyr ym pob etholaeth.,1,none
188,71,23,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,Bydd gan y rhaglenni radio a theledu ohebwyr ym mhob etholaeth.,mhob,pobl,NM,L,ym,10.0,ym,bob,Bydd gan y rhaglenni radio a theledu ohebwyr ym bob etholaeth.,1,SM
189,71,23,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,Bydd gan y rhaglenni radio a theledu ohebwyr ym mhob etholaeth.,mhob,pobl,NM,L,ym,10.0,ym,phob,Bydd gan y rhaglenni radio a theledu ohebwyr ym phob etholaeth.,1,AM
190,72,24,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Ar ran BBC Cymru, hoffwn longyfarch Dewi yn gynnes wrth iddo gyhoeddi ei ymddeoliad ar ddiwedd gyrfa eithriadol.",ran,rhan,SM,L,ar,2.0,Ar,rhan,"Ar rhan BBC Cymru, hoffwn longyfarch Dewi yn gynnes wrth iddo gyhoeddi ei ymddeoliad ar ddiwedd gyrfa eithriadol.",1,none
191,73,24,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Ar ran BBC Cymru, hoffwn longyfarch Dewi yn gynnes wrth iddo gyhoeddi ei ymddeoliad ar ddiwedd gyrfa eithriadol.",longyfarch,llongyfarch,SM,MS,direct_object_mutation,6.0,hoffwn,llongyfarch,"Ar ran BBC Cymru, hoffwn llongyfarch Dewi yn gynnes wrth iddo gyhoeddi ei ymddeoliad ar ddiwedd gyrfa eithriadol.",1,none
192,74,24,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Ar ran BBC Cymru, hoffwn longyfarch Dewi yn gynnes wrth iddo gyhoeddi ei ymddeoliad ar ddiwedd gyrfa eithriadol.",gynnes,cynnes,SM,MS,yn_complement_adj_noun,9.0,yn,cynnes,"Ar ran BBC Cymru, hoffwn longyfarch Dewi yn cynnes wrth iddo gyhoeddi ei ymddeoliad ar ddiwedd gyrfa eithriadol.",1,none
193,74,24,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Ar ran BBC Cymru, hoffwn longyfarch Dewi yn gynnes wrth iddo gyhoeddi ei ymddeoliad ar ddiwedd gyrfa eithriadol.",gynnes,cynnes,SM,MS,yn_complement_adj_noun,9.0,yn,nghynnes,"Ar ran BBC Cymru, hoffwn longyfarch Dewi yn nghynnes wrth iddo gyhoeddi ei ymddeoliad ar ddiwedd gyrfa eithriadol.",1,NM
194,74,24,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Ar ran BBC Cymru, hoffwn longyfarch Dewi yn gynnes wrth iddo gyhoeddi ei ymddeoliad ar ddiwedd gyrfa eithriadol.",gynnes,cynnes,SM,MS,yn_complement_adj_noun,9.0,yn,chynnes,"Ar ran BBC Cymru, hoffwn longyfarch Dewi yn chynnes wrth iddo gyhoeddi ei ymddeoliad ar ddiwedd gyrfa eithriadol.",1,AM
195,75,24,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Ar ran BBC Cymru, hoffwn longyfarch Dewi yn gynnes wrth iddo gyhoeddi ei ymddeoliad ar ddiwedd gyrfa eithriadol.",gyhoeddi,cyhoeddi,SM,MS,i_plus_NP,12.0,iddo,cyhoeddi,"Ar ran BBC Cymru, hoffwn longyfarch Dewi yn gynnes wrth iddo cyhoeddi ei ymddeoliad ar ddiwedd gyrfa eithriadol.",1,none
196,75,24,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Ar ran BBC Cymru, hoffwn longyfarch Dewi yn gynnes wrth iddo gyhoeddi ei ymddeoliad ar ddiwedd gyrfa eithriadol.",gyhoeddi,cyhoeddi,SM,MS,i_plus_NP,12.0,iddo,nghyhoeddi,"Ar ran BBC Cymru, hoffwn longyfarch Dewi yn gynnes wrth iddo nghyhoeddi ei ymddeoliad ar ddiwedd gyrfa eithriadol.",1,NM
197,75,24,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Ar ran BBC Cymru, hoffwn longyfarch Dewi yn gynnes wrth iddo gyhoeddi ei ymddeoliad ar ddiwedd gyrfa eithriadol.",gyhoeddi,cyhoeddi,SM,MS,i_plus_NP,12.0,iddo,chyhoeddi,"Ar ran BBC Cymru, hoffwn longyfarch Dewi yn gynnes wrth iddo chyhoeddi ei ymddeoliad ar ddiwedd gyrfa eithriadol.",1,AM
198,76,24,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Ar ran BBC Cymru, hoffwn longyfarch Dewi yn gynnes wrth iddo gyhoeddi ei ymddeoliad ar ddiwedd gyrfa eithriadol.",ddiwedd,diwedd,SM,L,ar,16.0,ar,diwedd,"Ar ran BBC Cymru, hoffwn longyfarch Dewi yn gynnes wrth iddo gyhoeddi ei ymddeoliad ar diwedd gyrfa eithriadol.",1,none
199,76,24,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Ar ran BBC Cymru, hoffwn longyfarch Dewi yn gynnes wrth iddo gyhoeddi ei ymddeoliad ar ddiwedd gyrfa eithriadol.",ddiwedd,diwedd,SM,L,ar,16.0,ar,niwedd,"Ar ran BBC Cymru, hoffwn longyfarch Dewi yn gynnes wrth iddo gyhoeddi ei ymddeoliad ar niwedd gyrfa eithriadol.",1,NM
200,77,25,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Diolch o galon am gyfraniad arbennig iawn i newyddiaduraeth a darlledu yng Nghymru, a dymuniadau gorau i'r dyfodol.",darlledu,darlledu,no_NM,no_mutation,no_mutation,11.0,a,narlledu,"Diolch o galon am gyfraniad arbennig iawn i newyddiaduraeth a narlledu yng Nghymru, a dymuniadau gorau i'r dyfodol.",1,NM
201,77,25,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Diolch o galon am gyfraniad arbennig iawn i newyddiaduraeth a darlledu yng Nghymru, a dymuniadau gorau i'r dyfodol.",darlledu,darlledu,no_NM,no_mutation,no_mutation,11.0,a,ddarlledu,"Diolch o galon am gyfraniad arbennig iawn i newyddiaduraeth a ddarlledu yng Nghymru, a dymuniadau gorau i'r dyfodol.",1,SM
202,78,25,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Diolch o galon am gyfraniad arbennig iawn i newyddiaduraeth a darlledu yng Nghymru, a dymuniadau gorau i'r dyfodol.",gyfraniad,cyfraniad,SM,L,am,5.0,am,cyfraniad,"Diolch o galon am cyfraniad arbennig iawn i newyddiaduraeth a darlledu yng Nghymru, a dymuniadau gorau i'r dyfodol.",1,none
203,78,25,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Diolch o galon am gyfraniad arbennig iawn i newyddiaduraeth a darlledu yng Nghymru, a dymuniadau gorau i'r dyfodol.",gyfraniad,cyfraniad,SM,L,am,5.0,am,nghyfraniad,"Diolch o galon am nghyfraniad arbennig iawn i newyddiaduraeth a darlledu yng Nghymru, a dymuniadau gorau i'r dyfodol.",1,NM
204,78,25,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Diolch o galon am gyfraniad arbennig iawn i newyddiaduraeth a darlledu yng Nghymru, a dymuniadau gorau i'r dyfodol.",gyfraniad,cyfraniad,SM,L,am,5.0,am,chyfraniad,"Diolch o galon am chyfraniad arbennig iawn i newyddiaduraeth a darlledu yng Nghymru, a dymuniadau gorau i'r dyfodol.",1,AM
205,79,25,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Diolch o galon am gyfraniad arbennig iawn i newyddiaduraeth a darlledu yng Nghymru, a dymuniadau gorau i'r dyfodol.",Nghymru,Cymru,NM,L,yng,13.0,yng,Cymru,"Diolch o galon am gyfraniad arbennig iawn i newyddiaduraeth a darlledu yng Cymru, a dymuniadau gorau i'r dyfodol.",1,none
206,79,25,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Diolch o galon am gyfraniad arbennig iawn i newyddiaduraeth a darlledu yng Nghymru, a dymuniadau gorau i'r dyfodol.",Nghymru,Cymru,NM,L,yng,13.0,yng,Gymru,"Diolch o galon am gyfraniad arbennig iawn i newyddiaduraeth a darlledu yng Gymru, a dymuniadau gorau i'r dyfodol.",1,SM
207,79,25,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Diolch o galon am gyfraniad arbennig iawn i newyddiaduraeth a darlledu yng Nghymru, a dymuniadau gorau i'r dyfodol.",Nghymru,Cymru,NM,L,yng,13.0,yng,Chymru,"Diolch o galon am gyfraniad arbennig iawn i newyddiaduraeth a darlledu yng Chymru, a dymuniadau gorau i'r dyfodol.",1,AM
