model;index;sentence_id;item;correct_form;correct_sentence;mutation_type;trigger_type;specific_trigger;incorrect_form;incorrect_sentence;incorrect_form_mut_type;correct_nll_mean;incorrect_nll_mean;delta;accuracy;nll_distance;layer_nll_correct;layer_nll_incorrect
mistralai/Mistral-7B-v0.1;30;8;30;bobl;Mae hwn yn fy atgoffa o fy mhlentyndod ac yn golygu lot i bobl leol hefyd.;SM;L;i;pobl;Mae hwn yn fy atgoffa o fy mhlentyndod ac yn golygu lot i pobl leol hefyd.;no_mutation;3,45351325141059;3,59882202148437;1,45308770073785e-01;1;2,06043479855908e-02;[10.375, 10.375, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.869791666666666, 10.869791666666666, 10.869791666666666, 10.87326388888889, 10.871527777777779, 10.87326388888889, 10.881944444444445, 10.878472222222221, 10.89236111111111, 10.89236111111111, 10.88888888888889, 10.897569444444445, 10.88888888888889, 10.880208333333334, 10.871527777777779, 10.871527777777779, 10.824652777777779, 10.805555555555555, 10.77951388888889, 10.729166666666666, 10.647569444444445, 10.48263888888889, 10.15798611111111, 3.45351325141059];[10.375, 10.375, 10.882142857142858, 10.882142857142858, 10.882142857142858, 10.882142857142858, 10.882142857142858, 10.882142857142858, 10.882142857142858, 10.883928571428571, 10.883928571428571, 10.883928571428571, 10.8875, 10.885714285714286, 10.8875, 10.896428571428572, 10.89107142857143, 10.905357142857143, 10.905357142857143, 10.901785714285714, 10.905357142857143, 10.9, 10.89107142857143, 10.885714285714286, 10.883928571428571, 10.835714285714285, 10.816071428571428, 10.789285714285715, 10.741071428571429, 10.658928571428572, 10.5, 10.176785714285714, 3.598822021484375]
mistralai/Mistral-7B-v0.1;31;8;31;leol;Mae hwn yn fy atgoffa o fy mhlentyndod ac yn golygu lot i bobl leol hefyd.;SM;MS;fem_sing_noun_modifier;lleol;Mae hwn yn fy atgoffa o fy mhlentyndod ac yn golygu lot i bobl lleol hefyd.;no_mutation;3,45351325141059;3,32585185282939;-1,27661398581198e-01;0;0,00000000000000e+00;[10.375, 10.375, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.869791666666666, 10.869791666666666, 10.869791666666666, 10.87326388888889, 10.871527777777779, 10.87326388888889, 10.881944444444445, 10.878472222222221, 10.89236111111111, 10.89236111111111, 10.88888888888889, 10.897569444444445, 10.88888888888889, 10.880208333333334, 10.871527777777779, 10.871527777777779, 10.824652777777779, 10.805555555555555, 10.77951388888889, 10.729166666666666, 10.647569444444445, 10.48263888888889, 10.15798611111111, 3.45351325141059];[10.375, 10.375, 10.85472972972973, 10.85472972972973, 10.85472972972973, 10.85472972972973, 10.85472972972973, 10.85472972972973, 10.85472972972973, 10.85641891891892, 10.85641891891892, 10.85641891891892, 10.859797297297296, 10.858108108108109, 10.859797297297296, 10.868243243243244, 10.863175675675675, 10.878378378378379, 10.881756756756756, 10.875, 10.880067567567568, 10.875, 10.864864864864865, 10.861486486486486, 10.85641891891892, 10.81081081081081, 10.79222972972973, 10.765202702702704, 10.714527027027026, 10.635135135135135, 10.469594594594595, 10.136824324324325, 3.325851852829392]
mistralai/Mistral-7B-v0.1;32;9;32;bws;Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.;no_mutation;no_mutation;no_mutation;fws;Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru fws ei hun.;SM;3,85075814383371;3,93767220633371;8,69140625000000e-02;1;1,11593811066349e-02;[10.375, 10.375, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.779761904761905, 10.779761904761905, 10.77827380952381, 10.779761904761905, 10.782738095238095, 10.779761904761905, 10.788690476190476, 10.797619047619047, 10.787202380952381, 10.791666666666666, 10.770833333333334, 10.769345238095237, 10.75297619047619, 10.757440476190476, 10.711309523809524, 10.694940476190476, 10.668154761904763, 10.617559523809524, 10.537202380952381, 10.379464285714286, 10.075892857142858, 3.8507581438337053];[10.375, 10.375, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.779761904761905, 10.779761904761905, 10.77827380952381, 10.779761904761905, 10.78422619047619, 10.78125, 10.788690476190476, 10.799107142857142, 10.790178571428571, 10.793154761904763, 10.775297619047619, 10.773809523809524, 10.755952380952381, 10.760416666666666, 10.714285714285714, 10.699404761904763, 10.669642857142858, 10.619047619047619, 10.538690476190476, 10.379464285714286, 10.078869047619047, 3.9376722063337053]
mistralai/Mistral-7B-v0.1;33;9;33;Wnaeth;Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.;SM;MS;inflected_zero_trigger;Gwnaeth;Gwnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.;no_mutation;3,85075814383371;3,54811506493147;-3,02643078902235e-01;0;0,00000000000000e+00;[10.375, 10.375, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.779761904761905, 10.779761904761905, 10.77827380952381, 10.779761904761905, 10.782738095238095, 10.779761904761905, 10.788690476190476, 10.797619047619047, 10.787202380952381, 10.791666666666666, 10.770833333333334, 10.769345238095237, 10.75297619047619, 10.757440476190476, 10.711309523809524, 10.694940476190476, 10.668154761904763, 10.617559523809524, 10.537202380952381, 10.379464285714286, 10.075892857142858, 3.8507581438337053];[10.375, 10.375, 10.773255813953488, 10.773255813953488, 10.773255813953488, 10.773255813953488, 10.773255813953488, 10.773255813953488, 10.773255813953488, 10.773255813953488, 10.773255813953488, 10.771802325581396, 10.776162790697674, 10.774709302325581, 10.774709302325581, 10.776162790697674, 10.777616279069768, 10.783430232558139, 10.795058139534884, 10.783430232558139, 10.789244186046512, 10.770348837209303, 10.765988372093023, 10.742732558139535, 10.752906976744185, 10.703488372093023, 10.6875, 10.661337209302326, 10.603197674418604, 10.518895348837209, 10.351744186046512, 10.07703488372093, 3.54811506493147]
mistralai/Mistral-7B-v0.1;34;9;34;wireddu;Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.;SM;MS;direct_object_mutation;gwireddu;Wnaeth Dafydd gwireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.;no_mutation;3,85075814383371;3,61446008016897;-2,36298063664737e-01;0;0,00000000000000e+00;[10.375, 10.375, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.779761904761905, 10.779761904761905, 10.77827380952381, 10.779761904761905, 10.782738095238095, 10.779761904761905, 10.788690476190476, 10.797619047619047, 10.787202380952381, 10.791666666666666, 10.770833333333334, 10.769345238095237, 10.75297619047619, 10.757440476190476, 10.711309523809524, 10.694940476190476, 10.668154761904763, 10.617559523809524, 10.537202380952381, 10.379464285714286, 10.075892857142858, 3.8507581438337053];[10.375, 10.375, 10.767441860465116, 10.767441860465116, 10.767441860465116, 10.767441860465116, 10.767441860465116, 10.767441860465116, 10.767441860465116, 10.767441860465116, 10.767441860465116, 10.770348837209303, 10.770348837209303, 10.768895348837209, 10.771802325581396, 10.773255813953488, 10.773255813953488, 10.779069767441861, 10.789244186046512, 10.783430232558139, 10.783430232558139, 10.767441860465116, 10.76017441860465, 10.742732558139535, 10.751453488372093, 10.703488372093023, 10.6875, 10.656976744186046, 10.609011627906977, 10.529069767441861, 10.373546511627907, 10.079941860465116, 3.614460080168968]
mistralai/Mistral-7B-v0.1;35;9;35;phasio;Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.;AM;L;a;pasio;Wnaeth Dafydd wireddu breuddwyd a pasio ei brawf gyrru bysiau a chael gyrru bws ei hun.;no_mutation;3,85075814383371;3,97252301471989;1,21764870886188e-01;1;1,55644247494615e-02;[10.375, 10.375, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.779761904761905, 10.779761904761905, 10.77827380952381, 10.779761904761905, 10.782738095238095, 10.779761904761905, 10.788690476190476, 10.797619047619047, 10.787202380952381, 10.791666666666666, 10.770833333333334, 10.769345238095237, 10.75297619047619, 10.757440476190476, 10.711309523809524, 10.694940476190476, 10.668154761904763, 10.617559523809524, 10.537202380952381, 10.379464285714286, 10.075892857142858, 3.8507581438337053];[10.375, 10.375, 10.786585365853659, 10.786585365853659, 10.786585365853659, 10.786585365853659, 10.786585365853659, 10.786585365853659, 10.786585365853659, 10.786585365853659, 10.786585365853659, 10.789634146341463, 10.789634146341463, 10.788109756097562, 10.789634146341463, 10.792682926829269, 10.788109756097562, 10.797256097560975, 10.804878048780488, 10.797256097560975, 10.797256097560975, 10.777439024390244, 10.771341463414634, 10.759146341463415, 10.762195121951219, 10.71798780487805, 10.702743902439025, 10.678353658536585, 10.625, 10.547256097560975, 10.394817073170731, 10.099085365853659, 3.972523014719893]
mistralai/Mistral-7B-v0.1;36;9;36;chael;Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.;AM;L;a;cael;Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a cael gyrru bws ei hun.;no_mutation;3,85075814383371;3,92218671526228;7,14285714285716e-02;1;9,18938352495635e-03;[10.375, 10.375, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.779761904761905, 10.779761904761905, 10.77827380952381, 10.779761904761905, 10.782738095238095, 10.779761904761905, 10.788690476190476, 10.797619047619047, 10.787202380952381, 10.791666666666666, 10.770833333333334, 10.769345238095237, 10.75297619047619, 10.757440476190476, 10.711309523809524, 10.694940476190476, 10.668154761904763, 10.617559523809524, 10.537202380952381, 10.379464285714286, 10.075892857142858, 3.8507581438337053];[10.375, 10.375, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.776785714285714, 10.779761904761905, 10.779761904761905, 10.77827380952381, 10.779761904761905, 10.782738095238095, 10.779761904761905, 10.787202380952381, 10.796130952380953, 10.785714285714286, 10.791666666666666, 10.770833333333334, 10.770833333333334, 10.751488095238095, 10.754464285714286, 10.714285714285714, 10.699404761904763, 10.671130952380953, 10.619047619047619, 10.543154761904763, 10.379464285714286, 10.084821428571429, 3.922186715262277]
mistralai/Mistral-7B-v0.1;37;10;37;canolfan;Mae prosiect Hwb y Gors wedi tyfu a thyfu, ac maen nhw bellach wedi agor canolfan newydd.;no_mutation;no_mutation;no_mutation;ganolfan;Mae prosiect Hwb y Gors wedi tyfu a thyfu, ac maen nhw bellach wedi agor ganolfan newydd.;SM;3,40215101506975;3,53320756223467;1,31056547164917e-01;1;1,88968667883724e-02;[10.375, 10.375, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.869791666666666, 10.869791666666666, 10.869791666666666, 10.871527777777779, 10.866319444444445, 10.869791666666666, 10.868055555555555, 10.864583333333334, 10.868055555555555, 10.87326388888889, 10.862847222222221, 10.871527777777779, 10.866319444444445, 10.850694444444445, 10.835069444444445, 10.835069444444445, 10.770833333333334, 10.734375, 10.703125, 10.651041666666666, 10.553819444444445, 10.394097222222221, 10.100694444444445, 3.40215101506975];[10.375, 10.375, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.869791666666666, 10.869791666666666, 10.869791666666666, 10.87326388888889, 10.869791666666666, 10.87326388888889, 10.868055555555555, 10.866319444444445, 10.868055555555555, 10.871527777777779, 10.86111111111111, 10.866319444444445, 10.859375, 10.84548611111111, 10.831597222222221, 10.835069444444445, 10.76736111111111, 10.729166666666666, 10.694444444444445, 10.644097222222221, 10.552083333333334, 10.39236111111111, 10.105902777777779, 3.533207562234667]
mistralai/Mistral-7B-v0.1;38;10;38;tyfu;Mae prosiect Hwb y Gors wedi tyfu a thyfu, ac maen nhw bellach wedi agor canolfan newydd.;no_mutation;no_mutation;no_mutation;thyfu;Mae prosiect Hwb y Gors wedi thyfu a thyfu, ac maen nhw bellach wedi agor canolfan newydd.;AM;3,40215101506975;3,47552371356222;7,33726984924736e-02;1;1,06682420131066e-02;[10.375, 10.375, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.869791666666666, 10.869791666666666, 10.869791666666666, 10.871527777777779, 10.866319444444445, 10.869791666666666, 10.868055555555555, 10.864583333333334, 10.868055555555555, 10.87326388888889, 10.862847222222221, 10.871527777777779, 10.866319444444445, 10.850694444444445, 10.835069444444445, 10.835069444444445, 10.770833333333334, 10.734375, 10.703125, 10.651041666666666, 10.553819444444445, 10.394097222222221, 10.100694444444445, 3.40215101506975];[10.375, 10.375, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.869791666666666, 10.869791666666666, 10.869791666666666, 10.871527777777779, 10.866319444444445, 10.869791666666666, 10.866319444444445, 10.862847222222221, 10.868055555555555, 10.87326388888889, 10.864583333333334, 10.87673611111111, 10.864583333333334, 10.848958333333334, 10.835069444444445, 10.833333333333334, 10.770833333333334, 10.739583333333334, 10.710069444444445, 10.651041666666666, 10.553819444444445, 10.40451388888889, 10.104166666666666, 3.4755237135622234]
mistralai/Mistral-7B-v0.1;39;10;39;thyfu;Mae prosiect Hwb y Gors wedi tyfu a thyfu, ac maen nhw bellach wedi agor canolfan newydd.;AM;L;a;tyfu;Mae prosiect Hwb y Gors wedi tyfu a tyfu, ac maen nhw bellach wedi agor canolfan newydd.;no_mutation;3,40215101506975;3,41307465235392;1,09236372841726e-02;1;1,60282840469783e-03;[10.375, 10.375, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.869791666666666, 10.869791666666666, 10.869791666666666, 10.871527777777779, 10.866319444444445, 10.869791666666666, 10.868055555555555, 10.864583333333334, 10.868055555555555, 10.87326388888889, 10.862847222222221, 10.871527777777779, 10.866319444444445, 10.850694444444445, 10.835069444444445, 10.835069444444445, 10.770833333333334, 10.734375, 10.703125, 10.651041666666666, 10.553819444444445, 10.394097222222221, 10.100694444444445, 3.40215101506975];[10.375, 10.375, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.868055555555555, 10.869791666666666, 10.869791666666666, 10.869791666666666, 10.87326388888889, 10.866319444444445, 10.869791666666666, 10.871527777777779, 10.864583333333334, 10.868055555555555, 10.87326388888889, 10.864583333333334, 10.871527777777779, 10.86111111111111, 10.848958333333334, 10.82986111111111, 10.833333333333334, 10.765625, 10.727430555555555, 10.697916666666666, 10.651041666666666, 10.553819444444445, 10.39236111111111, 10.100694444444445, 3.4130746523539224]
mistralai/Mistral-7B-v0.1;40;11;40;poeni;Mae rhai wedi cwestiynu faint sy'n poeni am yr hinsawdd erbyn hyn gyda chostau byw'n dominyddu'r sgyrsiau.;no_mutation;no_mutation;no_mutation;boeni;Mae rhai wedi cwestiynu faint sy'n boeni am yr hinsawdd erbyn hyn gyda chostau byw'n dominyddu'r sgyrsiau.;SM;3,98568172844089;4,06219147662727;7,65097481863841e-02;1;9,50682823111598e-03;[10.375, 10.375, 10.737244897959183, 10.737244897959183, 10.737244897959183, 10.737244897959183, 10.737244897959183, 10.737244897959183, 10.737244897959183, 10.738520408163266, 10.738520408163266, 10.735969387755102, 10.738520408163266, 10.738520408163266, 10.738520408163266, 10.746173469387756, 10.744897959183673, 10.75765306122449, 10.75765306122449, 10.748724489795919, 10.751275510204081, 10.744897959183673, 10.737244897959183, 10.730867346938776, 10.741071428571429, 10.691326530612244, 10.673469387755102, 10.653061224489797, 10.60076530612245, 10.533163265306122, 10.35969387755102, 10.084183673469388, 3.985681728440888];[10.375, 10.375, 10.737244897959183, 10.737244897959183, 10.737244897959183, 10.737244897959183, 10.737244897959183, 10.737244897959183, 10.737244897959183, 10.738520408163266, 10.738520408163266, 10.735969387755102, 10.738520408163266, 10.738520408163266, 10.738520408163266, 10.746173469387756, 10.74234693877551, 10.756377551020408, 10.756377551020408, 10.747448979591837, 10.751275510204081, 10.746173469387756, 10.738520408163266, 10.728316326530612, 10.741071428571429, 10.692602040816327, 10.67219387755102, 10.650510204081632, 10.60076530612245, 10.534438775510203, 10.362244897959183, 10.090561224489797, 4.062191476627272]
mistralai/Mistral-7B-v0.1;41;11;41;chostau;Mae rhai wedi cwestiynu faint sy'n poeni am yr hinsawdd erbyn hyn gyda chostau byw'n dominyddu'r sgyrsiau.;AM;L;gyda;costau;Mae rhai wedi cwestiynu faint sy'n poeni am yr hinsawdd erbyn hyn gyda costau byw'n dominyddu'r sgyrsiau.;no_mutation;3,98568172844089;4,05669283866882;7,10111102279352e-02;1;8,82961986355923e-03;[10.375, 10.375, 10.737244897959183, 10.737244897959183, 10.737244897959183, 10.737244897959183, 10.737244897959183, 10.737244897959183, 10.737244897959183, 10.738520408163266, 10.738520408163266, 10.735969387755102, 10.738520408163266, 10.738520408163266, 10.738520408163266, 10.746173469387756, 10.744897959183673, 10.75765306122449, 10.75765306122449, 10.748724489795919, 10.751275510204081, 10.744897959183673, 10.737244897959183, 10.730867346938776, 10.741071428571429, 10.691326530612244, 10.673469387755102, 10.653061224489797, 10.60076530612245, 10.533163265306122, 10.35969387755102, 10.084183673469388, 3.985681728440888];[10.375, 10.375, 10.744791666666666, 10.744791666666666, 10.744791666666666, 10.744791666666666, 10.744791666666666, 10.744791666666666, 10.744791666666666, 10.74609375, 10.74609375, 10.744791666666666, 10.748697916666666, 10.747395833333334, 10.744791666666666, 10.756510416666666, 10.755208333333334, 10.765625, 10.766927083333334, 10.759114583333334, 10.760416666666666, 10.752604166666666, 10.744791666666666, 10.743489583333334, 10.748697916666666, 10.69921875, 10.6796875, 10.662760416666666, 10.609375, 10.544270833333334, 10.361979166666666, 10.098958333333334, 4.056692838668823]
mistralai/Mistral-7B-v0.1;42;12;42;nwyrain;Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig gapeli Cymraeg sydd ar ôl yn y ddinas.;NM;L;yn;dwyrain;Mae Capel Jewin yn dwyrain Llundain yn un o'r ychydig gapeli Cymraeg sydd ar ôl yn y ddinas.;no_mutation;3,32501288519965;3,17187916148793;-1,53133723711727e-01;0;0,00000000000000e+00;[10.375, 10.375, 10.769444444444444, 10.769444444444444, 10.769444444444444, 10.769444444444444, 10.769444444444444, 10.769444444444444, 10.769444444444444, 10.770833333333334, 10.770833333333334, 10.770833333333334, 10.77361111111111, 10.769444444444444, 10.770833333333334, 10.775, 10.772222222222222, 10.786111111111111, 10.7875, 10.781944444444445, 10.775, 10.77361111111111, 10.7625, 10.7625, 10.76388888888889, 10.708333333333334, 10.684722222222222, 10.659722222222221, 10.595833333333333, 10.495833333333334, 10.306944444444444, 9.994444444444444, 3.3250128851996528];[10.375, 10.375, 10.778409090909092, 10.778409090909092, 10.778409090909092, 10.778409090909092, 10.778409090909092, 10.778409090909092, 10.778409090909092, 10.779829545454545, 10.779829545454545, 10.779829545454545, 10.782670454545455, 10.778409090909092, 10.779829545454545, 10.782670454545455, 10.776988636363637, 10.792613636363637, 10.794034090909092, 10.786931818181818, 10.778409090909092, 10.775568181818182, 10.764204545454545, 10.759943181818182, 10.764204545454545, 10.708806818181818, 10.680397727272727, 10.654829545454545, 10.589488636363637, 10.484375, 10.301136363636363, 9.987215909090908, 3.1718791614879263]
mistralai/Mistral-7B-v0.1;43;12;43;gapeli;Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig gapeli Cymraeg sydd ar ôl yn y ddinas.;SM;L;ychydig;capeli;Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig capeli Cymraeg sydd ar ôl yn y ddinas.;no_mutation;3,32501288519965;3,19950798882378;-1,25504896375868e-01;0;0,00000000000000e+00;[10.375, 10.375, 10.769444444444444, 10.769444444444444, 10.769444444444444, 10.769444444444444, 10.769444444444444, 10.769444444444444, 10.769444444444444, 10.770833333333334, 10.770833333333334, 10.770833333333334, 10.77361111111111, 10.769444444444444, 10.770833333333334, 10.775, 10.772222222222222, 10.786111111111111, 10.7875, 10.781944444444445, 10.775, 10.77361111111111, 10.7625, 10.7625, 10.76388888888889, 10.708333333333334, 10.684722222222222, 10.659722222222221, 10.595833333333333, 10.495833333333334, 10.306944444444444, 9.994444444444444, 3.3250128851996528];[10.375, 10.375, 10.769444444444444, 10.769444444444444, 10.769444444444444, 10.769444444444444, 10.769444444444444, 10.769444444444444, 10.769444444444444, 10.770833333333334, 10.770833333333334, 10.768055555555556, 10.775, 10.769444444444444, 10.769444444444444, 10.77361111111111, 10.770833333333334, 10.786111111111111, 10.78888888888889, 10.781944444444445, 10.775, 10.77361111111111, 10.7625, 10.761111111111111, 10.761111111111111, 10.705555555555556, 10.680555555555555, 10.654166666666667, 10.591666666666667, 10.4875, 10.294444444444444, 9.984722222222222, 3.1995079888237847]
mistralai/Mistral-7B-v0.1;44;12;44;ddinas;Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig gapeli Cymraeg sydd ar ôl yn y ddinas.;SM;MS;def_art_fem_sing_noun;dinas;Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig gapeli Cymraeg sydd ar ôl yn y dinas.;no_mutation;3,32501288519965;3,46291490034624;1,37902015146583e-01;1;2,03157752267533e-02;[10.375, 10.375, 10.769444444444444, 10.769444444444444, 10.769444444444444, 10.769444444444444, 10.769444444444444, 10.769444444444444, 10.769444444444444, 10.770833333333334, 10.770833333333334, 10.770833333333334, 10.77361111111111, 10.769444444444444, 10.770833333333334, 10.775, 10.772222222222222, 10.786111111111111, 10.7875, 10.781944444444445, 10.775, 10.77361111111111, 10.7625, 10.7625, 10.76388888888889, 10.708333333333334, 10.684722222222222, 10.659722222222221, 10.595833333333333, 10.495833333333334, 10.306944444444444, 9.994444444444444, 3.3250128851996528];[10.375, 10.375, 10.778409090909092, 10.778409090909092, 10.778409090909092, 10.778409090909092, 10.778409090909092, 10.778409090909092, 10.778409090909092, 10.779829545454545, 10.778409090909092, 10.779829545454545, 10.782670454545455, 10.776988636363637, 10.778409090909092, 10.78125, 10.779829545454545, 10.791193181818182, 10.792613636363637, 10.786931818181818, 10.779829545454545, 10.776988636363637, 10.767045454545455, 10.765625, 10.767045454545455, 10.708806818181818, 10.686079545454545, 10.661931818181818, 10.598011363636363, 10.5, 10.316761363636363, 10.007102272727273, 3.462914900346236]
mistralai/Mistral-7B-v0.1;45;13;45;luniau;Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.;SM;MS;non_normal_word_order;lluniau;Mae 'na lluniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.;no_mutation;4,76583251953125;4,57483207888720;-1,91000440644054e-01;0;0,00000000000000e+00;[10.375, 10.375, 10.81875, 10.81875, 10.81875, 10.81875, 10.81875, 10.81875, 10.81875, 10.8203125, 10.8203125, 10.81875, 10.821875, 10.8203125, 10.825, 10.8265625, 10.825, 10.8296875, 10.8296875, 10.825, 10.8328125, 10.8296875, 10.8140625, 10.8078125, 10.80625, 10.75625, 10.734375, 10.7109375, 10.665625, 10.5953125, 10.4453125, 10.178125, 4.76583251953125];[10.375, 10.375, 10.807926829268293, 10.807926829268293, 10.807926829268293, 10.807926829268293, 10.807926829268293, 10.807926829268293, 10.807926829268293, 10.809451219512194, 10.809451219512194, 10.807926829268293, 10.810975609756097, 10.807926829268293, 10.814024390243903, 10.8125, 10.810975609756097, 10.815548780487806, 10.81859756097561, 10.814024390243903, 10.81859756097561, 10.814024390243903, 10.804878048780488, 10.797256097560975, 10.794207317073171, 10.737804878048781, 10.721036585365853, 10.698170731707316, 10.647865853658537, 10.574695121951219, 10.429878048780488, 10.161585365853659, 4.574832078887195]
mistralai/Mistral-7B-v0.1;46;13;46;cythryblus;Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.;no_mutation;no_mutation;no_mutation;chythryblus;Mae 'na luniau o orffennol chythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.;AM;4,76583251953125;4,84910918445122;8,32766649199694e-02;1;8,66117210939271e-03;[10.375, 10.375, 10.81875, 10.81875, 10.81875, 10.81875, 10.81875, 10.81875, 10.81875, 10.8203125, 10.8203125, 10.81875, 10.821875, 10.8203125, 10.825, 10.8265625, 10.825, 10.8296875, 10.8296875, 10.825, 10.8328125, 10.8296875, 10.8140625, 10.8078125, 10.80625, 10.75625, 10.734375, 10.7109375, 10.665625, 10.5953125, 10.4453125, 10.178125, 4.76583251953125];[10.375, 10.375, 10.807926829268293, 10.807926829268293, 10.807926829268293, 10.807926829268293, 10.807926829268293, 10.807926829268293, 10.807926829268293, 10.809451219512194, 10.809451219512194, 10.807926829268293, 10.810975609756097, 10.807926829268293, 10.814024390243903, 10.8125, 10.810975609756097, 10.81859756097561, 10.820121951219512, 10.817073170731707, 10.817073170731707, 10.81859756097561, 10.80640243902439, 10.798780487804878, 10.797256097560975, 10.757621951219512, 10.731707317073171, 10.707317073170731, 10.667682926829269, 10.605182926829269, 10.445121951219512, 10.179878048780488, 4.849109184451219]
mistralai/Mistral-7B-v0.1;47;13;47;orffennol;Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.;SM;L;o;gorffennol;Mae 'na luniau o gorffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.;no_mutation;4,76583251953125;4,45883848608994;-3,06994033441311e-01;0;0,00000000000000e+00;[10.375, 10.375, 10.81875, 10.81875, 10.81875, 10.81875, 10.81875, 10.81875, 10.81875, 10.8203125, 10.8203125, 10.81875, 10.821875, 10.8203125, 10.825, 10.8265625, 10.825, 10.8296875, 10.8296875, 10.825, 10.8328125, 10.8296875, 10.8140625, 10.8078125, 10.80625, 10.75625, 10.734375, 10.7109375, 10.665625, 10.5953125, 10.4453125, 10.178125, 4.76583251953125];[10.375, 10.375, 10.807926829268293, 10.807926829268293, 10.807926829268293, 10.807926829268293, 10.807926829268293, 10.807926829268293, 10.807926829268293, 10.809451219512194, 10.809451219512194, 10.807926829268293, 10.810975609756097, 10.807926829268293, 10.814024390243903, 10.81859756097561, 10.815548780487806, 10.81859756097561, 10.821646341463415, 10.817073170731707, 10.824695121951219, 10.826219512195122, 10.803353658536585, 10.795731707317072, 10.798780487804878, 10.746951219512194, 10.728658536585366, 10.704268292682928, 10.647865853658537, 10.580792682926829, 10.425304878048781, 10.15701219512195, 4.458838486089939]
