sent_id	sentence	sentence_en	mutated_word	lemma	mutation_type	token_id	pos	dep_rel	features	verb_form	previous_word	previous_lemma	prev_pos	prev_features	before_previous_word	head_id	head_form	head_pos	head_feats	head_gender	head_number	trigger_type	specific_trigger
cy_ccg_train:01166	Ond mae rheswm da dros ddod â hwn wythnos ynghynt nag arfer, a rheswm cystal ei fod yn llai swmpus nag a fu ar gyfer Tregaron llynedd a steddfodau'r Urdd yn Ninbych a Llanymddyfri.		cystal	da	SM	16	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM'}		rheswm	rheswm	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	a	15	rheswm	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	Masc	Sing	MS	error
cy_ccg_train:01179	Defnyddir 128 math o lwyd yn y lluniau, bellach, sy'n ansawdd gwell nag a fu yn y gorffennol.		bellach	pell	SM	10	ADJ	advmod	{'Degree': 'Cmp', 'Mutation': 'SM'}		,	,	PUNCT		lluniau	8	lluniau	NOUN	{'Gender': 'Masc', 'Number': 'Plur'}	Masc	Plur	MS	error
cy_ccg_train:01234	Rhwng Ionawr 1972 ac Awst 1973, ysgrifennodd Hefin Elis golofn yn Y Faner o dan y ffugenw 'Edward H. Dafis', a phan aeth ati i greu gr?p arloesol Gymraeg, rhoddwyd yr enw hwn iddo.		Gymraeg	Cymraeg	SM	35	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM'}		arloesol	arloesol	ADJ	{'Degree': 'Pos'}	gr?p	33	greu	NOUN	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}		Sing	MS	error
cy_ccg_train:01333	Mi ddyfeisiodd rywun clyfar y beic er mwyn i bobl allu teithio'n haws o fan i fan.		rywun	rhywun	SM	3	NOUN	nsubj	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}		ddyfeisiodd	dyfeisio	VERB	{'Mood': 'Ind', 'Mutation': 'SM', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}	Mi	2	ddyfeisiodd	VERB	{'Mood': 'Ind', 'Mutation': 'SM', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}		Sing	MS	error
cy_ccg_train:01335	"Modd gwyrdd o deithio bellach, wrth gwrs; modd o deithio sy'n llai niweidiol, yn fwy llesol."		bellach	pell	SM	5	ADJ	advmod	{'Degree': 'Cmp', 'Mutation': 'SM'}		deithio	teithio	NOUN	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}	o	4	deithio	NOUN	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}		Sing	MS	error
cy_ccg_dev:00049	Y rheswm tu ôl hwn oedd oherwydd mae merched yn gallu anghytuno a chwympo mas yn aml, ond s'dim lawer o gweryla rhwng merched a bechgyn.	The reason for this was because girls can often disagree and fall out, but there is not much quarrel between girls and boys.	lawer	llawer	SM	22	NOUN	conj	{'Gender': 'Fem', 'Mutation': 'SM', 'Number': 'Sing'}		dim	dim	ADV		s'	8	mae	VERB	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}		Sing	MS	error
cy_ccg_dev:00067	Rwy'n hoffi'r syniad fod Ewrop yn ceisio codi safonau byw ar draws y cyfandir, er lles pawb.	I like the idea that Europe is trying to raise living standards across the continent, for the benefit of all.	fod	bod	SM	7	NOUN	acl	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}	Vnoun	syniad	syniad	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	'r	6	'r	DET	{'PronType': 'Art'}			MS	error
cy_ccg_dev:00090	Mae Cymru hefyd yn un o'r gwledydd sy'n perfformio waethaf gartref, gan ennill 66% o'u gemau cartref yn y bencampwriaeth.	Wales is also one of the worst performing countries at home, winning 66% of their home games in the championship.	gemau	gêm	SM	21	NOUN	nmod	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Plur'}		'u	hwy	PRON	{'Number': 'Plur', 'Person': '3', 'Poss': 'Yes', 'PronType': 'Prs'}	o	18	%	SYM				MS	error
cy_ccg_dev:00243	Mae cynllun i gynyddu nifer y tyrbinau gwynt oddi ar arfordir y gogledd gam yn nes ar ôl i gwmni ynni sicrhau hawliau i ran o wely'r môr gan Ystadau'r Goron.	A plan to increase the number of offshore wind turbines is a step closer after an energy company secured rights to part of the seabed from Crown Estates.	gam	cam	SM	14	NOUN	root	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}		gogledd	gogledd	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	y	0						MS	error
cy_ccg_dev:00270	Heb gynnwys y rhai nad oedd yn gwybod neu wrthododd ymateb, yn ôl pôl piniwn mae 35% o bobl yn Lloegr bellach yn ffafrio annibyniaeth i Loegr.	Excluding those who did not know or declined to respond, according to an opinion poll 35% of people in England now favor independence for England.	bellach	pell	SM	24	ADJ	advmod	{'Degree': 'Cmp', 'Mutation': 'SM'}		Lloegr	Lloegr	PROPN		yn	26	ffafrio	NOUN	{'Number': 'Sing', 'VerbForm': 'Vnoun'}		Sing	MS	error
cy_ccg_dev:00299	Os ma' rhyddhau Y Platfform yn dymhorol wedi dysgu unrhyw beth i mi, hynny ydi for amser yn mynd mor sydyn mae e'n eitha sgêri.	If releasing The Platform on a seasonal basis has taught me anything, it's that time goes by so fast it's quite skyscrapers.	for	mor	SM	17	ADV	advmod	{'Mutation': 'SM'}		ydi	bod	AUX	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}	hynny	18	amser	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	Masc	Sing	MS	error
cy_ccg_dev:00378	Mae'n dangos sut y gallwn ddysgu oddi wrth ein gilydd ac yn pwysleisio cryfder a pherthnasedd cynyddol ein hieithoedd mewn byd gynyddol ddigidol.	It shows how we can learn from each other and emphasizes the growing strength and relevance of our languages in an increasingly digital world.	ddigidol	digidol	SM	24	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM'}		gynyddol	cynyddol	ADJ	{'Degree': 'Pos', 'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}	byd	22	byd	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	Masc	Sing	MS	error
cy_ccg_dev:00380	Mae gan Gymru a'r Iwerddon orffennol ddiwylliannol gerddorol hynod gyfoethog, ond bob hyn a hyn, mae gofyn i ni fentro a thrio pethau newydd.	Wales and Ireland have a very rich musical cultural past, but every now and then we need to take risks and try new things.	ddiwylliannol	diwylliannol	SM	8	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM'}		orffennol	gorffennol	ADJ	{'Degree': 'Pos', 'Mutation': 'SM'}	Iwerddon	7	orffennol	ADJ	{'Degree': 'Pos', 'Mutation': 'SM'}			MS	error
cy_ccg_dev:00380	Mae gan Gymru a'r Iwerddon orffennol ddiwylliannol gerddorol hynod gyfoethog, ond bob hyn a hyn, mae gofyn i ni fentro a thrio pethau newydd.	Wales and Ireland have a very rich musical cultural past, but every now and then we need to take risks and try new things.	gerddorol	cerddorol	SM	9	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM'}		ddiwylliannol	diwylliannol	ADJ	{'Degree': 'Pos', 'Mutation': 'SM'}	orffennol	7	orffennol	ADJ	{'Degree': 'Pos', 'Mutation': 'SM'}			MS	error
cy_ccg_test:00111	Mudiad ieuenctid Cymraeg yw Urdd Gobaith Cymru.	Urdd Gobaith Cymru is a Welsh language youth organization.	Mudiad	mudiad	SM	1	NOUN	root	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}							0						MS	error
cy_ccg_test:00250	"Rhwng Ionawr 1972 ac Awst 1973, ysgrifennodd Hefin Elis golofn yn Y Faner o dan y ffugenw ""Edward H. Dafis"", a phan aeth ati i greu gr?p arloesol Gymraeg, rhoddwyd yr enw hwn iddo."	"Between January 1972 and August 1973, Hefin Elis wrote a column in Y Faner under the pseudonym ""Edward H. Dafis"", and when he set up an innovative Welsh group, he was given this name."	Gymraeg	Cymraeg	SM	35	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM'}		arloesol	arloesol	ADJ	{'Degree': 'Pos', 'Gender': 'Masc', 'Number': 'Sing'}	gr?p	33	greu	NOUN	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}		Sing	MS	error
cy_ccg_test:00268	Credwch fi mae chwystrelliad o ddiwylliant yn beth da i'r enaid a'r ysbryd – a dwi di cael wythnos lle roedd y pair ddiwylliannol yn gorlifo.	Believe me, a blast of culture is good for the soul and the spirit - and I've had a week where the cultural pairing was overflowing.	ddiwylliannol	diwylliannol	SM	28	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM'}		pair	Pair	PROPN		y	27	oedd	VERB	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Imp', 'VerbForm': 'Fin'}		Sing	MS	error
cy_ccg_test:00457	Ond bellach mae gr?p a gafodd ei sefydlu er mwyn achub y sinema – y Gwallgofiaid – wedi llwyddo i godi £10,000 i'w achub trwy ymgyrchu ar-lein.	But now a group set up to save the cinema - the Madness - has managed to raise £ 10,000 to save it by campaigning online.	bellach	pell	SM	2	ADJ	advmod	{'Degree': 'Cmp', 'Mutation': 'SM'}		Ond	ond	CCONJ			3	mae	VERB	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}		Sing	MS	error
cy_ccg_test:00498	Bydd yr hyn a ddywedwch yn helpu Cynghorwyr Gwynedd i wneud y dewisiadau gorau bosib wrth benderfynu sut i wario'r swm cyfyngedig o arian a fydd ar gael iddyn nhw i dalu am wasanaethau Cyngor Gwynedd o 2019 ymlaen.	What you say will help Gwynedd Councilors make the best possible choices when deciding how to spend the limited amount of money available to them to pay for Gwynedd Council services from 2019 onwards.	gorau	da	SM	14	ADJ	advmod	{'Degree': 'Sup', 'Mutation': 'SM'}		dewisiadau	dewisiad	NOUN	{'Gender': 'Masc', 'Number': 'Plur'}	y	15	bosib	ADJ	{'Degree': 'Pos', 'Mutation': 'SM'}			MS	error
cy_ccg_test:00498	Bydd yr hyn a ddywedwch yn helpu Cynghorwyr Gwynedd i wneud y dewisiadau gorau bosib wrth benderfynu sut i wario'r swm cyfyngedig o arian a fydd ar gael iddyn nhw i dalu am wasanaethau Cyngor Gwynedd o 2019 ymlaen.	What you say will help Gwynedd Councilors make the best possible choices when deciding how to spend the limited amount of money available to them to pay for Gwynedd Council services from 2019 onwards.	bosib	posib	SM	15	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM'}		gorau	da	ADJ	{'Degree': 'Sup', 'Mutation': 'SM'}	dewisiadau	13	dewisiadau	NOUN	{'Gender': 'Masc', 'Number': 'Plur'}	Masc	Plur	MS	error
cy_ccg_test:00502	Bellach mae gwaith wedi ei wneud i ddiogelu cynefinoedd ac afonydd, datblygu mannau gwyrdd, a rheoli rhododendron ymysg nifer o weithgareddau eraill.	Work has now been done to protect habitats and rivers, develop green spaces, and control rhododendron among many other activities.	Bellach	pell	SM	1	ADJ	advmod	{'Degree': 'Cmp', 'Mutation': 'SM'}							2	mae	VERB	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}		Sing	MS	error
cy_ccg_test:00538	Mae croeso i'r offerynwyr lleol gorau gael clyweliad ar gyfer lle yng Ngherddorfa Symffoni'r Brifysgol hefyd.	The best local instrumentalists are also welcome to audition for a place in the University Symphony Orchestra.	gorau	da	SM	7	ADJ	amod	{'Degree': 'Sup', 'Mutation': 'SM'}		lleol	lleol	ADJ	{'Degree': 'Pos'}	offerynwyr	5	offerynwyr	NOUN	{'Gender': 'Masc', 'Number': 'Plur'}	Masc	Plur	MS	error
cy_ccg_test:00576	"Diddorol sylwi bod T. Llew Jones, a hanai o'r un ardal â Caradoc Evans, wedi galw ei hunangofiant o fwriad yn ""Fy Mhobol I""."	"It is interesting to note that T. Llew Jones, who hailed from the same area as Caradoc Evans, called his autobiography intentionally ""My People""."	Diddorol	diddorol	SM	1	ADJ	advmod	{'Degree': 'Pos', 'Mutation': 'SM'}							2	sylwi	NOUN	{'Number': 'Sing', 'VerbForm': 'Vnoun'}		Sing	MS	error
cy_ccg_test:00850	Yn gyntaf, mae menu sain wedi cael newidiadau er mwyn ddangos Rhythmbox yn canu caneuon mewn menu gyda botomau nôl, canu ac ymlaen.	First, an audio menu has undergone changes to show Rhythmbox singing songs in a menu with buttons back, singing and on.	ddangos	dangos	SM	12	NOUN	acl	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}	Vnoun	mwyn	mwyn	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	er	11	mwyn	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	Masc	Sing	MS	error
cy_ccg_test:00858	Fydd y gyfres pan gaiff ei darlledu yn ysgogi eraill i wneud run fath?	Will the series when it is broadcast inspire others to do the same?	fath	bath	SM	14	NOUN	nmod	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}		run	run	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	wneud	13	run	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	Masc	Sing	MS	error
cy_ccg_test:00888	Roedd ei gyfnod o ddeuddeg mlynedd ar hugain yn Feuryn yn rhan allweddol o hynny, ac rwyf wedi clywed droeon gan gyfeillion o feirdd am y wefr amhrisiadwy a gaent o dderbyn canmoliaeth Gerallt yn y Talwrn.	His thirty-year stint at Feuryn was a key part of that, and I have heard many times from friends of poets about the invaluable thrill of receiving Gerald's praise at Talwrn.	Feuryn	Meuryn	SM	11	PROPN	flat:name	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}		yn	yn	ADP		hugain	4	ei	PRON	{'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'Poss': 'Yes', 'PronType': 'Prs'}	Masc	Sing	MS	error
cy_ccg_test:00913	Mae'r Elyrch yn ddi-guro oddi cartref y tymor hwn, ac maen nhw wedi ennill pwyntiau gwerthfawr yn erbyn rhai o'r timau gorau fel Leeds a Bristol City.	The Swans are unbeaten away this season, and have gained valuable points against some of the best teams like Leeds and Bristol City.	gorau	da	SM	25	ADJ	amod	{'Degree': 'Sup', 'Mutation': 'SM'}		timau	tîm	NOUN	{'Gender': 'Masc', 'Number': 'Plur'}	'r	24	timau	NOUN	{'Gender': 'Masc', 'Number': 'Plur'}	Masc	Plur	MS	error
cy_ccg_test:00923	Yn benodol, mae'r Cyngor yn awyddus i glywed gan wirfoddolwyr allai helpu trwy fynd â phlentyn allan am y diwrnod, mynd gyda theulu ar eu taith siopa wythnosol neu hyd yn oed gynnig gymorth yn y cartref teuluol.	In particular, the Council is keen to hear from volunteers who could help by taking a child out for the day, accompanying a family on their weekly shopping trip or even offering help at the family home.	gynnig	cynnig	SM	36	NOUN	conj	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}	Vnoun	oed	oed	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	yn	24	mynd	NOUN	{'Number': 'Sing', 'VerbForm': 'Vnoun'}		Sing	MS	error
cy_ccg_train:00603	Gan i mi ddechrau gyda'r rhif tri, mae hi'n addas hefyd i mi orffen gydag e, a dweud wrthym ni ddechrau gweithio ar y drydedd act ddoe, gan fwriadu cyrraedd ei diwedd hi erbyn diwedd y dydd heddiw.	As I started with number three, it is also fitting that I finish with it, and told us that we started working on the third act yesterday, intending to reach its end by the end of the day today.	drydedd	trydydd	SM	30	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM', 'NumType': 'Ord'}		y	y	DET	{'PronType': 'Art'}	ar	31	drydedd	ADJ	{'Degree': 'Pos', 'Mutation': 'SM', 'NumType': 'Ord'}			MS	fem_sing_noun_modifier
cy_ccg_train:00160	Oes y Seintiau yw'r enw traddodiadol am y cyfnod ar ôl ymadawiad y Rhufeiniaid o Ynys Brydain pan ymledwyd Cristnogaeth gan genhadon brodorol ymhlith pobloedd Celtaidd Prydain ac Iwerddon.	The Age of the Saints is the traditional name for the period after the Romans' departure from the Island of Britain when Christianity was spread by native missionaries among the Celtic peoples of Britain and Ireland.	Brydain	Prydain	SM	18	PROPN	flat	{'Mutation': 'SM'}		Ynys	ynys	NOUN	{'Gender': 'Fem', 'Number': 'Sing'}	o	17	Ynys	NOUN	{'Gender': 'Fem', 'Number': 'Sing'}	Fem	Sing	MS	fem_sing_noun_modifier
cy_ccg_train:00187	Yn Aberystwyth, rydym yn falch o'r gymuned fywiog y mae ein myfyrwyr yn ei mwynhau yn ein neuaddau. Rydym yn cynnig amrywiaeth o steiliau a lleoliadau fel y gallwch ddod o hyd i'r ardal sy'n addas ar eich cyfer chi, gyda'r mwyafrif o breswylfeydd o fewn taith cerdded fer i'r campws.	At Aberystwyth, we are proud of the vibrant community our students enjoy in our halls. We offer a variety of styles and locations so you can find the area that suits you, with most residences being within a short walk of campus.	fer	byr	SM	58	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM'}		cerdded	cerdded	NOUN	{'Number': 'Sing', 'VerbForm': 'Vnoun'}	taith	57	fewn	ADP	{'Mutation': 'SM'}			MS	fem_sing_noun_modifier
cy_ccg_train:00289	Rhain yw'r gorau o tua 40,000 o gystadleuwyr ledled Cymru sydd wedi ennill eu lle yn y Genedlaethol yn dilyn Eisteddfodau Cylch a Rhanbarthol sydd yn cael eu cynnal yn ystod misoedd y gwanwyn cyn yr Eisteddfod.	These are the best of around 40,000 competitors across Wales who have secured their place in the National following the District and Regional Eisteddfodau which are held during the spring months before the Eisteddfod.	Genedlaethol	cenedlaethol	SM	19	ADJ	nmod	{'Degree': 'Pos', 'Mutation': 'SM'}		y	y	DET	{'PronType': 'Art'}	yn	16	lle	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	Masc	Sing	MS	fem_sing_noun_modifier
cy_ccg_train:00422	Gan mai pobl anaml ydym , yn preswylio parth bychan o Ynys Brydain.	As we are rare people, inhabiting a small area of the British Isles.	Brydain	Prydain	SM	13	PROPN	flat	{'Mutation': 'SM'}		Ynys	ynys	NOUN	{'Gender': 'Fem', 'Number': 'Sing'}	o	12	Ynys	NOUN	{'Gender': 'Fem', 'Number': 'Sing'}	Fem	Sing	MS	fem_sing_noun_modifier
cy_ccg_train:00469	Roedd ei dad, David John Thomas, yn dysgu llenyddiaeth Saesneg yn yr ysgol ramadeg leol.	His father, David John Thomas, taught English literature at the local grammar school.	leol	lleol	SM	18	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM'}		ramadeg	gramadeg	NOUN	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}	ysgol	16	yr	DET	{'PronType': 'Art'}			MS	fem_sing_noun_modifier
cy_ccg_train:00761	Mae'n ymddangos fod y delyn Gymreig yn y bymthegfed a'r unfed ganrif ar bymtheg â cholofn syth iddi gyda'r seinflwch wedi ei naddu o un darn o gelynen neu ywen.	It seems that the Welsh harp in the fifteenth and sixteenth centuries had a straight column with the sound box hewn from a single piece of yew or cypress.	bymthegfed	pymthegfed	SM	10	ADJ	nmod	{'Degree': 'Pos', 'Mutation': 'SM', 'NumType': 'Ord'}		y	y	DET	{'PronType': 'Art'}	yn	4	fod	NOUN	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}		Sing	MS	fem_sing_noun_modifier
cy_ccg_train:01012	Bydd gradd yn y Gymraeg yn rhoi'r cyfle i mi wella fy hyder o ran ysgrifennu gan gynnig cyfleoedd i mi ar gyfer y dyfodol ac yn sicr bydd yr arian yn fy nghefnogi i dros y dair blynedd nesaf.	A degree in Welsh will give me the opportunity to improve my confidence in writing, offering me opportunities for the future and the money will certainly support me over the next three years.	dair	tri	SM	39	NUM	nummod	{'Gender': 'Fem', 'Mutation': 'SM', 'NumForm': 'Word', 'NumType': 'Card'}		y	y	DET	{'PronType': 'Art'}	dros	40	blynedd	NOUN	{'Gender': 'Fem', 'Number': 'Sing'}	Fem	Sing	MS	fem_sing_noun_modifier
cy_ccg_train:01017	"Ond mae nifer o Eisteddfodwyr yn gyfarwydd iawn â'r ""felan ôl-eisteddfodol."""	"But many Eisteddfodwers are very familiar with the ""post-Eistedddfod blues."""	felan	melan	SM	12	NOUN	obl	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}		""""	""""	PUNCT		'r	7	gyfarwydd	NOUN	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}	Masc	Sing	MS	def_art_fem_sing_noun
cy_ccg_train:01052	Heibio i dafarn y Mulberry a safle garafanau foethus Aberconwy.	Pass by the Mulberry pub and the Aberconwy luxury caravan site.	garafanau	carafan	SM	8	NOUN	nmod	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Plur'}		safle	safle	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	a	7	safle	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	Masc	Sing	MS	fem_sing_noun_modifier
cy_ccg_train:01052	Heibio i dafarn y Mulberry a safle garafanau foethus Aberconwy.	Pass by the Mulberry pub and the Aberconwy luxury caravan site.	foethus	moethus	SM	9	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM'}		garafanau	carafan	NOUN	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Plur'}	safle	7	safle	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	Masc	Sing	MS	fem_sing_noun_modifier
cy_ccg_train:01271	Rydyn ni'n galw am ddatganoli grymoedd darlledu o Lundain i Gymru, ac am sefydlu Menter Ddigidol Gymraeg fyddai'n gweddnewid sefyllfa'r Gymraeg ar-lein.		Gymraeg	Cymraeg	SM	20	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM'}		Ddigidol	digidol	ADJ	{'Degree': 'Pos', 'Mutation': 'SM'}	Menter	18	sefydlu	NOUN	{'Number': 'Sing', 'VerbForm': 'Vnoun'}		Sing	MS	fem_sing_noun_modifier
cy_ccg_train:01313	Bydd sicrhau cyfradd lawer uwch o gartrefi mewn perchnogaeth cyhoeddus a chymunedol - drwy awdurdodau lleol, cymdeithasau tai, mentrau mewn perchnogaeth gymunedol a mentrau cydweithredol - hefyd yn dylanwadu'n gadarnhaol ar fforddiadwyedd yn y farchnad dai ehangach.		lawer	llawer	SM	4	ADV	advmod	{'Mutation': 'SM'}		cyfradd	cyfradd	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	sicrhau	5	uwch	ADJ	{'Degree': 'Cmp'}			MS	fem_sing_noun_modifier
cy_ccg_dev:00381	"Nid ydym wedi mynd ati i gyhoeddi cân ""Geltaidd"" draddodiadol."	"We have not set about publishing a traditional ""Celtic"" song."	Geltaidd	Celtaidd	SM	11	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM'}		""""	""""	PUNCT		cân	9	gyhoeddi	NOUN	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}		Sing	MS	fem_sing_noun_modifier
cy_ccg_dev:00381	"Nid ydym wedi mynd ati i gyhoeddi cân ""Geltaidd"" draddodiadol."	"We have not set about publishing a traditional ""Celtic"" song."	draddodiadol	traddodiadol	SM	13	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM'}		""""	""""	PUNCT		Geltaidd	9	gyhoeddi	NOUN	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}		Sing	MS	fem_sing_noun_modifier
cy_ccg_test:00198	Un peth sydd wedi codi unwaith eto yn ystod etholiad arweinyddol Plaid Cymru yw'r cwestiwn am le'r Blaid ar y sbectrwm dde-chwith.	One thing that has come up again during Plaid Cymru's leadership election is the question of Plaid's place on the right-left spectrum.	dde	de	SM	24	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM'}		sbectrwm	sbectrwm	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	y	23	sbectrwm	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	Masc	Sing	MS	fem_sing_noun_modifier
cy_ccg_test:00254	Cyfansoddwyd y caneuon gan lawer o sêr y Sîn Roc Gymraeg ar y pryd a pherfformiwyd y sioe ar lwyfan gan aelodau rhai o grwpiau mwya'r cyfnod.	The songs were composed by many of the stars of the Welsh Rock Scene at the time and the show was performed on stage by members of some of the biggest groups of the time.	Gymraeg	Cymraeg	SM	11	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM'}		Roc	roc	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	Sîn	10	Roc	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	Masc	Sing	MS	fem_sing_noun_modifier
cy_ccg_test:00263	Rydym wedi gweld yn ddiweddar na allwn gymryd ein unig sianel deledu Gymraeg yn ganiataol, ein sianel ni, ein cyfrwng ni i fynegi'n hunain.	We have seen recently that we cannot take for granted our only Welsh language television channel, our own channel, our medium of expression.	Gymraeg	Cymraeg	SM	14	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM'}		deledu	teledu	NOUN	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}	sianel	12	unig	ADJ	{'Degree': 'Pos'}			MS	fem_sing_noun_modifier
cy_ccg_test:00392	Rwy bob amser wedi gwerthfawrogi'r berthynas dda rhyngof fi a fy nghymuned Iddewig leol, ac rwy'n ymddiheuro am ypsetio unrhyw etholwyr a'r gymuned Iddewig ehangach yn sgil fy sylwadau.	I have always appreciated the good relationship between myself and my local Jewish community, and I apologize for upsetting any constituents and the wider Jewish community in the light of my comments.	leol	lleol	SM	17	ADJ	amod	{'Degree': 'Pos', 'Gender': 'Fem', 'Mutation': 'SM', 'Number': 'Sing'}		Iddewig	Iddewig	ADJ	{'Degree': 'Pos'}	nghymuned	15	a	CCONJ				MS	fem_sing_noun_modifier
cy_ccg_train:00125	Fe ddaeth i'r amlwg fod tywydd gwael ar ddiwedd yr wythnos wedi costio'n ddrud i'r Eisteddfod Genedlaethol yn Llanrwst, wrth i golled ariannol o £158,982 gael ei chyhoeddi.	It turned out that bad weather at the end of the week had cost the National Eisteddfod in Llanrwst a big deal, with the announcement of a financial loss of £ 158,982.	gael	cael	SM	31	NOUN	acl	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}	Vnoun	158,982	158982	NUM	{'NumForm': 'Digit', 'NumType': 'Card'}	£	14	costio	NOUN	{'Number': 'Sing', 'VerbForm': 'Vnoun'}		Sing	MS	i_plus_NP
cy_ccg_train:00199	Rhaid i bob lleoliad gael dogfennau ysgrifenedig a elwir yn bolisïau a gweithdrefnau, a rhaid iddynt roi sylw i'r holl bwyntiau hyn yn ogystal â bodloni'r gofynion a bennir yn yr amrywiol ddarnau o ddeddfwriaeth.	All settings must have written documents called policies and procedures, which must address all of these points as well as meeting the requirements set out in the various pieces of legislation.	gael	cael	SM	5	NOUN	acl	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}	Vnoun	lleoliad	lleoliad	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	bob	1	Rhaid	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	Masc	Sing	MS	i_plus_NP
